3
Frequency	Azimuth	Elevation	Polarization 1+2
868000000	0	-2.8643942258003	2.08368419646801
868000000	0	-2.77199300454121	8.96173758343678
868000000	0	-2.67959352861138	10.7155342467372
868000000	0	-2.58719405268155	10.7114860836717
868000000	0	-2.49479457675172	12.2788915285237
868000000	0	-2.40239510082189	13.1355933095707
868000000	0	-2.30999562489206	12.5720326963993
868000000	0	-2.21759440363297	12.7546678060483
868000000	0	-2.12519492770314	13.2947011819592
868000000	0	-2.03279545177331	14.1145926089287
868000000	0	-1.94039597584348	15.1879345351401
868000000	0	-1.84799649991364	16.1144865226018
868000000	0	-1.75559527865456	16.1525439082213
868000000	0	-1.66319580272473	15.6026077063898
868000000	0	-1.5707963267949	16.0199207632057
868000000	0	-1.47839685086506	16.1528044392531
868000000	0	-1.38599737493523	15.4301635374127
868000000	0	-1.2935978990054	14.5980419903137
868000000	0	-1.20119667774632	13.7906143818134
868000000	0	-1.10879720181649	13.5289847807712
868000000	0	-1.01639772588665	13.3957271645409
868000000	0	-0.923998249956822	12.9148622755705
868000000	0	-0.83159877402699	12.6486980733153
868000000	0	-0.739197552767906	12.0905598251671
868000000	0	-0.646798076838075	11.5230522406261
868000000	0	-0.554398600908243	10.7993710603585
868000000	0	-0.461999124978411	9.98728782015508
868000000	0	-0.369599649048579	8.69159037844045
868000000	0	-0.277200173118747	6.81030846180067
868000000	0	-0.184798951859664	4.98253737782712
868000000	0	-0.0923994759298318	0.785951443117365
868000000	0	0	-7.3779469102348
868000000	0	0.0923994759298318	-8.18418877878429
868000000	0	0.184798951859664	-2.13264248154637
868000000	0	0.277198427789495	2.62511509621372
868000000	0	0.369599649048579	5.29810280467216
868000000	0	0.461999124978411	7.07769638551805
868000000	0	0.554398600908243	8.88202748415092
868000000	0	0.646798076838075	10.380465378123
868000000	0	0.739197552767906	11.7428530649866
868000000	0	0.83159877402699	12.885405442479
868000000	0	0.923998249956822	13.7402023941217
868000000	0	1.01639772588665	14.33924554875
868000000	0	1.10879720181649	14.8002354259788
868000000	0	1.20119667774632	15.1778325965235
868000000	0	1.29359615367615	15.5058266344215
868000000	0	1.38599737493523	15.3974195120279
868000000	0	1.47839685086506	15.3834298910749
868000000	0	1.5707963267949	15.6340589865625
868000000	0	1.66319580272473	15.4815308245765
868000000	0	1.75559527865456	14.9426688937414
868000000	0	1.84799649991364	14.9180614344475
868000000	0	1.94039597584348	15.9537712650875
868000000	0	2.03279545177331	16.3071424402158
868000000	0	2.12519492770314	15.0616754121781
868000000	0	2.21759440363297	13.6098799263469
868000000	0	2.3099938795628	13.0723300289712
868000000	0	2.40239510082189	12.344133182351
868000000	0	2.49479457675172	11.3388792662997
868000000	0	2.58719405268155	7.81453635882051
868000000	0	2.67959352861138	10.2038419511636
868000000	0	2.77199300454121	13.1527644975636
868000000	0	2.8643942258003	11.9178352306428
868000000	0.174532925199433	-2.8643942258003	4.70305583136818
868000000	0.174532925199433	-2.77199300454121	8.0246471953289
868000000	0.174532925199433	-2.67959352861138	10.6450396620023
868000000	0.174532925199433	-2.58719405268155	10.8408583217861
868000000	0.174532925199433	-2.49479457675172	11.9680147611786
868000000	0.174532925199433	-2.40239510082189	13.0931975026459
868000000	0.174532925199433	-2.30999562489206	12.8526057441217
868000000	0.174532925199433	-2.21759440363297	12.7813867754215
868000000	0.174532925199433	-2.12519492770314	12.9591324052179
868000000	0.174532925199433	-2.03279545177331	13.9495241050409
868000000	0.174532925199433	-1.94039597584348	15.1962226422807
868000000	0.174532925199433	-1.84799649991364	16.1109180133774
868000000	0.174532925199433	-1.75559527865456	16.1286084732792
868000000	0.174532925199433	-1.66319580272473	15.6435217634341
868000000	0.174532925199433	-1.5707963267949	16.1002396488654
868000000	0.174532925199433	-1.47839685086506	16.183168298128
868000000	0.174532925199433	-1.38599737493523	15.4749928179637
868000000	0.174532925199433	-1.2935978990054	14.6898179422987
868000000	0.174532925199433	-1.20119667774632	13.9139605592019
868000000	0.174532925199433	-1.10879720181649	13.5820291319459
868000000	0.174532925199433	-1.01639772588665	13.3598443290085
868000000	0.174532925199433	-0.923998249956822	12.8847453272596
868000000	0.174532925199433	-0.83159877402699	12.6396448941276
868000000	0.174532925199433	-0.739197552767906	12.1206153340742
868000000	0.174532925199433	-0.646798076838075	11.5829580924948
868000000	0.174532925199433	-0.554398600908243	10.850563983688
868000000	0.174532925199433	-0.461999124978411	10.0121739654746
868000000	0.174532925199433	-0.369599649048579	8.6989312033777
868000000	0.174532925199433	-0.277200173118747	6.83553946348097
868000000	0.174532925199433	-0.184798951859664	5.02107771708869
868000000	0.174532925199433	-0.0923994759298318	0.948887110182328
868000000	0.174532925199433	0	-6.97366290645376
868000000	0.174532925199433	0.0923994759298318	-8.86064303162092
868000000	0.174532925199433	0.184798951859664	-2.36155282576329
868000000	0.174532925199433	0.277198427789495	2.54195189831009
868000000	0.174532925199433	0.369599649048579	5.29054694212549
868000000	0.174532925199433	0.461999124978411	7.14145779366012
868000000	0.174532925199433	0.554398600908243	8.96028439941698
868000000	0.174532925199433	0.646798076838075	10.389443426718
868000000	0.174532925199433	0.739197552767906	11.6427596802586
868000000	0.174532925199433	0.83159877402699	12.7409284750298
868000000	0.174532925199433	0.923998249956822	13.6114566599164
868000000	0.174532925199433	1.01639772588665	14.2905693491767
868000000	0.174532925199433	1.10879720181649	14.77026694533
868000000	0.174532925199433	1.20119667774632	15.1587380972474
868000000	0.174532925199433	1.29359615367615	15.4867365324248
868000000	0.174532925199433	1.38599737493523	15.4101134056174
868000000	0.174532925199433	1.47839685086506	15.3941469805714
868000000	0.174532925199433	1.5707963267949	15.6293004419525
868000000	0.174532925199433	1.66319580272473	15.5343085171783
868000000	0.174532925199433	1.75559527865456	15.0586253661607
868000000	0.174532925199433	1.84799649991364	14.8522544518003
868000000	0.174532925199433	1.94039597584348	15.6090718269157
868000000	0.174532925199433	2.03279545177331	16.1455971028955
868000000	0.174532925199433	2.12519492770314	15.341490583119
